index_f,Nuovo ID,hallow_back,rilegatura_moderna,Colonna1,Collocazione,roman_converted,disambiguatore,numero_del_codice,numerazione_araba,numerazione_romana_alternativa,ulteriore_numerazione_arabaoromana,identificativo_parte,Spagnolo,note,titolo,materiale,datazione_i,datazione_i,datazione_f,lingua,fogli,altezza,ampiezza,rilegatura,tipo_rilegatura,materiale_rilegatura,palinsesto,testo_indistinto,danni_fuoco,cancro_pergamena,margini_danneggiati,danni_umidita,restaurato,anno_restauro,dorature,disegni,miniato,colori,rosso,blue,preferred_manifest_url
1131,m1098_0,,,,[D 2 8],1098,_0,MXCVIII,,,,,759-760,in sola busta.,Musica sacra di vari autori,cartaceo,1700,1701,1900,,,,,fascicoli,fascicoli raccolti in busta,,,,,,,,,,,,,,,,
1132,m1099_0,,,,[D 2 8],1099,_0,MXCIX,,,,,760,in sola busta.,Musica sacra di vari autori,cartaceo,1700,1701,1900,,,,,fascicoli,fascicoli raccolti in busta,,,,,,,,,,,,,,,,
1133,m1100_0,,,,[C 3 1],1100,_0,MC,,,,,761,,Musica sacra di autori vari,cartaceo,1700,1701,1900,,,,,fascicoli,fascicoli raccolti in busta,,,,,,,,,,,,,,,,
1134,m1101_0,,,,[C 3 2],1101,_0,MCI,,,,,761-762,a MCI vengono aggiunti MCI A-B-C,Musica sacra di vari autori,cartaceo,1700,1701,1900,,,,,fascicoli,fascicoli raccolti in busta,,,,,,,,,,,,,,,,
1135,m1101_1,,,,[C 3 3],1101,_1,MCI,,,,,761-762,aggiunto a MCI,Musica sacra di vari autori,cartaceo,1700,1701,1900,,,,,fascicoli,fascicoli raccolti in busta,,,,,,,,,,,,,,,,
1136,m1101_2,,,,[C 3 4],1101,_2,MCI,,,,,761-762,aggiunto a MCI,Musica sacra di vari autori,cartaceo,1700,1701,1900,,,,,fascicoli,fascicoli raccolti in busta,,,,,,,,,,,,,,,,
1137,m1101_3,,,,[C 3 5],1101,_3,MCI,,,,,761-762,aggiunto a MCI,Musica sacra di vari autori,cartaceo,1700,1701,1900,,,,,fascicoli,fascicoli raccolti in busta,,,,,,,,,,,,,,,,
1138,m1102_0,,,,[C 3 6],1102,_0,MCII,,,,,762-763,,Musica sacra di autori vari,cartaceo,1700,1701,1900,,,,,fascicoli,fascicoli raccolti in busta,,,,,,,,,,,,,,,,
1139,m1103_0,,,,[C 3 7],1103,_0,MCIII,,,,,763,,Musica sacra di anonimo (Dion. Bellante),cartaceo,1700,1701,1800,,,,,fascicoli,fascicoli raccolti in busta,,,,,,,,,,,,,,,,
1140,m1104_0,,,,[C 3 8],1104,_0,MCIV,,,,,763,,Musica sacra per la Settimana santa,cartaceo,1700,1701,1800,,,,,fascicoli,fascicoli raccolti in busta,,,,,,,,,,,,,,,,
1141,m1105_0,,,,[D 3 1],1105,_0,MCV,,,,,763,,I Salmi a due cori a 4 voci,cartaceo,1700,1701,1800,,,,,fascicoli,fascicoli raccolti in busta,,,,,,,,,,,,,,,,
1142,m1106_0,,,,[Caveau II Teca],1106,_0,MCVI,,,,,764-765,,S. Laurentii Iustiniani De spirituali et casto verbi animaeque connubio,membranaceo,1425,1425,1500,,110,146,116,rilegato,"assi coperte di velluto azzurro con angoli di metallo, fermaglio pure di metallo e due placche nel mezzo",,,,,,,,,,,,1,1,1,1,
1143,m1107_0,,,,[Caveau II Teca],1107,_0,MCVII,,,,,765,,S. Laurentii Iustiniani patriarchae venetiarum Fasciculus amoris,membranaceo,1426,1425,1427,,104,145,118,rilegato,assi coperte di velluto cremisi con angoli e fermgaglio in metallo e placchette,,,,,,,,,,,,1,1,1,1,
1144,m1108_0,,,,E 4 23,1108,_0,MCVIII,,,,,766,,Miscellanea sacra,membranaceo,1200,1201,1600,,,,,fogli sciolti,fogli raccolti in busta,,,,,,,,,,1,,1,1,,,
1145,m1109_0,,,,[D 3 2],1109,_0,MCIX,,,,,766-767,,Manuale sive Rituale veron. Eccl.,membranaceo,1175,1175,1225,,71,213,135,rilegato,legatura antica con assi coperte di pelle rossa,,,,,,,,,,,,,,1,,
1146,m1110_0,,,,D 3 3,1110,_0,MCX,,,,,767-768,,Bernerdino (s.) da Siena: Predica de l'amor di Dio,membranaceo,1425,1425,1451,,11,165,116,rilegato,cartoncino,,,,,,,,,,,,,,1,,
1147,m1111_0,,,,[D 3 4],1111,_0,MCXI,,,,,768,,Dotti: Satire,cartaceo,1700,1701,1800,,233,215,153,rilegato,cartoncino,,,,,,,,,,,,,,,,
1148,m1112_0,,,,[D 3 5],1112,_0,MCXII,,,,,769,,Miscellanea scolastica,cartaceo,1800,1801,1900,,,,,fascicoli,,,,,,,,,,,,,,,,,
1149,m1113_0,,,,[D 3 6],1113,_0,MCXIII,,,,,770,,Miscellanea,cartaceo,1700,1701,1800,,,,,fascicoli,,,,,,,,,,,,,,,,,
1150,m1114_0,,,,[V A 8 bis],1114,_0,MCXIV,,,,,771,,Regole dell'Istituto delle missioni per la nigrizia,cartaceo,1800,1801,1900,,22,415,220,,,,,,,,,,,,,,,,,,
1151,m1115_0,,,,D 3 7,1115,_0,MCXV,,,,,829,,Napoli: Missa a 13 voci,cartaceo,1600,1601,1700,,,,,fascicoli,,,,,,,,,,,,,,,,,
1152,m1116_0,,,,D 3 8,1116,_0,MCXVI,,,,,829,,Autore ignoto: N. 2 messe a 8 voci,,1600,1601,1700,,64,,,fascicoli,,,,,,,,,,,,,,,,,
1153,m1117_0,,,,D 3 9,1117,_0,MCXVII,,,,,829,,Autori ignoti: Domine ad adiuvandum,cartaceo,1600,1601,1700,,25,,,raccolte di fogli,,,,,,,,,,,,,,,,,
1154,m1118_0,,,,D 3 10,1118,_0,MCXVIII,,,,,829,,"Asola Matteo: Psalmi, Antiphone et Canticum ad completorium",cartaceo,1600,1601,1700,,20,,,fascicoli,,,,,,,,,,,,,,,,,
1155,m1119_0,,,,D 3 11,1119,_0,MCXIX,,,,,829,,Autore ignoto: Psalmi ad completorium,cartaceo,1600,1601,1700,,61,,,raccolte di fogli,,,,,,,,,,,,,,,,,
1156,m1120_0,,,,D 3 12,1120,_0,MCXX,,,,,829,,"Autore ignoto: Lamentationes Hieremiae prophetae, Benedictus, Improperia, Motecta a 4 voci",cartaceo,1600,1601,1700,,12,280,215,fascicoli,,,,,,,,,,,,,,,,,
1157,m1121_0,,,,D 3 13,1121,_0,MCXXI,,,,,829,,Autore ignoto: Responsoria ad matutinum in triduo maiore a 4 voci pari,cartaceo,1600,1601,1800,,60,,,fascicoli,,,,,,,,,,,,,,,,,
1158,m1122_0,,,,D 3 14,1122,_0,MCXXII,,,,,829,,Autore ignoto: Responsoria ad matutinum pro feria V et VI maioris hebd. a 4 voci pari,cartaceo,1600,1601,1800,,48,,,fascicoli,,,,,,,,,,,,,,,,,
1159,m1123_0,,,,D 3 15,1123,_0,MCXXIII,,,,,830,,Autore ignoto: Responsoria moruorum 4 et 8 caum,cartaceo,1600,1601,1700,,36,,,fascicoli,,,,,,,,,,,,,,,,,
1160,m1124_0,,,,D 3 16,1124,_0,MCXXIV,,,,,830,,"Autore ignoto: Missa pro defunctis 8 vocum. Motecta, Responsoria, Falsob., Litaniae sanctorum",cartaceo,1600,1601,1700,,32,,,fascicoli,,,,,,,,,,,,,,,,,
1161,m1125_0,,,,D 3 17,1125,_0,MCXXV,,,,,830,,Autore ignoto: Motecta a due cantus,cartaceo,1600,1601,1700,,31,,,fascicoli,,,,,,,,,,,,,,,,,
1162,m1126_0,,,,D 3 18,1126,_0,MCXXVI,,,,,830,,"Autori ignoti: Madrigali, Miserere e Motetti a 5 voci",cartaceo,1500,1501,1600,,54,,,fascicoli,,,,,,,,,,,,,,,,,
1163,m1127_0,,,,D 3 19,1127,_0,MCXXVII,,,,,830,,Autore ignoto: Madrigali a 4 voci,cartaceo,1600,1601,1700,,32,,,fascicoli,,,,,,,,,,,,,,,,,
1164,m1128_0,,,,D 3 20,1128,_0,MCXXVIII,,,,,830,,"Autori diversi: Canzoni da suonare a 4, 5 e 6 voci",cartaceo,1500,1501,1600,,104,,,fascicoli,,,,,,,,,,,,,,,,,
1165,m1129_0,,,,D 3 21,1129,_0,MCXXIX,,,,,830,,Frescobaldi Girolamo,cartaceo,,,,,202,225,315,rilegato,,,,,,,,,,,,,,,,,
1166,m1129A0,,,,D 3 22,1129,A0,MCXXIX A,,,,,830,,Messa funebre a 4 voci dispari e libera a due cori (per A. Saglia),cartaceo,,,,,32,247,335,rilegato,,,,,,,,,,,,,,,,,
1167,m1129B0,,,,D 3 23,1129,B0,MCXXIX B,,,,,830,,D.G. Massa: Messa a 4 voci con accompagnamento d'organo e archi (1809),cartaceo,1809,,1810,,46,315,230,rilegato,,,,,,,,,,,,,,,,,
1168,m1129C0,,,,D 3 24,1129,C0,MCXXIX C,,,,,831,,Saratelli Giuseppe: Opera (sonate),cartaceo,,,,,32,216,309,rilegato,,,,,,,,,,,,,,,,,
1169,m1129D0,,,,D 3 25,1129,D0,MCXXIX D,,,,,831,"segnato sul ms come D 3 22, è in realtà nella corretta posizione [D 3 25]",Falsi bordoni in grande,,,,,,4,,,rilegato,,,,,,,,,,,,,,,,,
1170,m1130_0,,,,IV 2 1,1130,_0,MCXXX,,,,,831,,"Lettera autografa del Santo Padre Pio X indirizzata al card. Bartolomeo Bacilieri, vescovo di Verona (12 Luglio 1913)",cartaceo,1913,1913,1914,,,,,rilegato,asticelle coperte di pelle,,,,,,,,,,,,,,,,
1171,m1131_0,,,,IV 2 2,1131,_0,MCXXXI,,,,,831,,Manoscritto in lingua etiopica,membranaceo,,,,,130,256,150,rilegato,,,,,,,,,,,,,,,,,
1172,m1132_0,,,,IV 2 3,1132,_0,MCXXXII,,,,,831,,Novum testamentum,membranaceo,1400,1401,1500,,269,208,136,rilegato,,,,,,,,,,,,,,,,,
1173,m1133_0,,,,IV 2 4,1133,_0,MCXXXIII,,,,,831,,Epitomae moralis theologiae,membranaceo,1400,1401,1500,,185,140,120,rilegato,,,,,,,,,,,,,,,,,
1174,m1134_0,,,Facsimile,IV 2 5,1134,_0,MCXXXIV,,,,,831,,Beati Petri apostoli Epistulae,cartaceo,1900,1901,2000,,,155,140,rilegato,,,,,,,,,,,,,,,,,
1175,m1135_0,,,Facsimile,IV 2 6,1135,_0,MCXXXV,,,,,831,,TA IEPA BIBΛIA,cartaceo,1900,1901,2000,,768,275,260,rilegato,,,,,,,,,,,,,,,,,
1176,m1136_0,,,,V A 9,1136,_0,MCXXXVI,,,,,831-832,,Corrispondenza e documenti vari,cartaceo,,,,,,,,raccolte di fogli,,,,,,,,,,,,,,,,,
1177,m1137_0,,,,V A 10,1137,_0,MCXXXVII,,,,,832,,"Registro dell'amministrazione di mons. Lodovico De Besi, vesovo di Canopo",cartaceo,,,,,,,,rilegato,,,,,,,,,,,,,,,,,
1178,m1138_0,,,,V A 11,1138,_0,MCXXXVIII,,,,,832,,Epistolario a mons. Lodovico De Besi,cartaceo,,,,,,,,rilegato,,,,,,,,,,,,,,,,,
1179,m1139_0,,,,V A 12,1139,_0,MCXXXIX,,,,,832,,Epistolario a mons. Lodovico De Besi,cartaceo,,,,,,,,rilegato,,,,,,,,,,,,,,,,,
1180,m1140_0,,,,V A 13,1140,_0,MCXL,,,,,832,,Epistolario a mons. Lodovico De Besi,cartaceo,,,,,,,,rilegato,,,,,,,,,,,,,,,,,
1181,m1141_0,,,,V A 14,1141,_0,MCXLI,,,,,832,,Epistolario a mons. Lodovico De Besi,cartaceo,,,,,,,,rilegato,,,,,,,,,,,,,,,,,
1182,m1142_0,,,,V A 15,1142,_0,MCXLII,,,,,832,,Lettera di mons. Lodovico De Besi missionario apostolico in Cina alla madre,cartaceo,1833,1833,1834,,,,,raccolte di fogli,,,,,,,,,,,,,,,,,
1183,m1143_0,,,,V A 16,1143,_0,MCXLIII,,,,,832,,Lettere di mons. Lodovico De Besi missionario apostolico in Cina alla madre con due lettere alle sorelle.,cartaceo,1836,1836,1837,,,,,raccolte di fogli,,,,,,,,,,,,,,,,,
1184,m1144_0,,,,C 4 1,1144,_0,MCXLIV,,,,,832,,Busta n.1,cartaceo,,,,,,,,raccolte di fogli,,,,,,,,,,,,,,,,,
1185,m1145_0,,,,C 4 2,1145,_0,MCXLV,,,,,832-833,,Busta n. 2 - Biblioteca,cartaceo,,,,,,,,raccolte di fogli,,,,,,,,,,,,,,,,,
1186,m1146_0,,,,C 4 3,1146,_0,MCXLVI,,,,,833,,Busta n. 3 -Miscellanea varia,cartaceo,,,,,,,,raccolte di fogli,,,,,,,,,,,,,,,,,
1187,m1147_0,,,,C 4 4,1147,_0,MCXLVII,,,,,833,,Busta n. 4 - Spagnolo D. Antonio,cartaceo,1900,1901,2000,,,,,rilegato,,,,,,,,,,,,,,,,,
1188,m1148_0,,,,C 4 5,1148,_0,MCXLVIII,,,,,833,,"Busta n. 5 - Meghilah idest Narratio historica Esther legenda in festo ""Purim"" scilcet sortium in sero die 14 et mane 15 mensis ""Adar""",membranaceo,1600,1601,1700,,,,,rilegato,cartella di cartone,,,,,,,,,,,,,,,,
1189,m1149_0,,,,[Da dx],1149,_0,MCXLIX,,,,,833,A A 1 secondo I suppl Spagnolo,Bibbia (testo ebraico) Genesi dal cap. 1 al cap. 46; vol. 2,membranaceo,1800,1801,1900,,,,,fogli sciolti,rotolo in cassetta di legno,,,,,,,,,,,,,,,,
1190,m1150_0,,,,C 4 6,1150,_0,MCL,,,,,833,,Tommaso Morosini: Aresta criminalia ... Thomae Mauroceni dignissimi atque iustissimi praetoris Veronae 1586-87,cartaceo,,,,,42,186,253,rilegato,,,,,,,,,,,,,,,,,
1191,m1151_0,,,,C 4 7,1151,_0,MCLI,,,,,833,,"Commenti al Codice civile generale austriaco in aggiunta alle istituzioni del prof. Agostino Reale, 1842-49 (De Betta Eduardo)",cartaceo,,,,,329,183,135,rilegato,,,,,,,,,,,,,,,,,
1192,m1152_0,,,,C 4 8,1152,_0,MCLII,,,,,833,,Institutiones canonicae ex veteris et novae ecclesiae disciplina tribus patribus comprehensae...,cartaceo,,,,,,238,177,rilegato,,,,,,,,,,,,,,,,,
1193,m1153_0,,,,C 4 9,1153,_0,MCLIII,,,,,833,,Ius canonicum A.D. 1840,cartaceo,,,,,137,,,rilegato,mezza pelle,,,,,,,,,,,,,,,,
1194,m1154_0,,,,C 4 10,1154,_0,MCLIV,,,,,833,,Tractatus de iure canonico (Labore Dogini Ioannis sac.is anno 1865),cartaceo,,,,,155,245,177,rilegato,,,,,,,,,,,,,,,,,
1195,m1155_0,,,,C 4 11,1155,_0,MCLV,,,,,833,,Decretalium Gregorii IX liber II et III anno domini MDCXXXIV,cartaceo,,,,,114,256,185,rilegato,,,,,,,,,,,,,,,,,
1196,m1156_0,,,,C 4 12,1156,_0,MCLVI,,,,,833,,Diritto,cartaceo,,,,,10,253,185,rilegato,,,,,,,,,,,,,,,,,
1197,m1157_0,,,,C 4 13,1157,_0,MCLVII,,,,,834,,Theologia dogmatica 1839-40,cartaceo,,,,,179,250,185,rilegato,,,,,,,,,,,,,,,,,
1198,m1158_0,,,,C 4 14,1158,_0,MCLVIII,,,,,834,,Theologia dogmatica 1840-41,cartaceo,,,,,201,250,187,rilegato,,,,,,,,,,,,,,,,,
1199,m1159_0,,,,C 4 15,1159,_0,MCLIX,,,,,834,,Theologia pastorale,cartaceo,,,,,123,216,158,rilegato,mezza pelle,,,,,,,,,,,,,,,,
1200,m1160_0,,,,C 4 16,1160,_0,MCLX,,,,,834,,"Institutionum theologiae dogmaticae, scholasticae, par quarta",cartaceo,,,,,,235,175,rilegato,,,,,,,,,,,,,,,,,
1201,m1161_0,,,,E 5 36,1161,_0,MCLXI,,,,,834,,Micheletti d. Diego: Theologia moralis (lezioni),cartaceo,,,,,93,,,rilegato,,,,,,,,,,,,,,,,,
1202,m1162_0,,,,E 5 35,1162,_0,MCLXII,,,,,834,,Micheletti d. Diego: Theologia moralis (lezioni),cartaceo,,,,,65,,,rilegato,,,,,,,,,,,,,,,,,
1203,m1163_0,,,,E 5 34,1163,_0,MCLXIII,,,,,834,,Micheletti d. Diego: Theologia moralis (lezioni),cartaceo,,,,,82,,,rilegato,,,,,,,,,,,,,,,,,
1204,m1164_0,,,,E 5 33,1164,_0,MCLXIV,,,,,834,,Micheletti d. Diego: Theologia moralis (lezioni),cartaceo,,,,,73,,,rilegato,,,,,,,,,,,,,,,,,
1205,m1165_0,,,,C 4 17,1165,_0,MCLXV,,,,,834,,Theologia naturalis,cartaceo,,,,,39,285,215,rilegato,,,,,,,,,,,,,,,,,
1206,m1166_0,,,,C 4 18,1166,_0,MCLXVI,,,,,834,,"Theologia moralis, De peccatis",cartaceo,,,,,100,256,175,rilegato,,,,,,,,,,,,,,,,,
1207,m1167_0,,,,C 4 19,1167,_0,MCLXVII,,,,,834,,Chiarelli prof. Gio Batta: Lezioni,cartaceo,,,,,37,244,95,rilegato,,,,,,,,,,,,,,,,,
1208,m1168_0,,,,C 4 20,1168,_0,MCLXVIII,,,,,834,,"Breve trattato di eloquenza sacra, 1841-1842",cartaceo,1800,1801,1900,,,217,152,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
1209,m1169_0,,,,C 4 21,1169,_0,MCLXIX,,,,,834,,"Sacra eloquenza: ""Sunto delle cose necessarie a sapersi nell'esercizio della sacra eloquenza""",cartaceo,,,,,,215,146,rilegato,,,,,,,,,,,,,,,,,
1210,m1170_0,,,,C 4 22,1170,_0,MCLXX,,,,,834,,De elocutione,cartaceo,,,,,28,282,195,rilegato,cartoncino,,,,,,,,,,,,,,,,
1211,m1171_0,,,,C 4 23,1171,_0,MCLXXI,,,,,834,,Sacra scrittura volgarizzata,cartaceo,,,,,,248,182,rilegato,,,,,,,,,,,,,,,,,
1212,m1172_0,,,,C 4 24,1172,_0,MCLXXII,,,,,835,,"Miscellanea: Lezioni di teologia, morale, letteratura etc... tenute nel seminario vescovile",cartaceo,1875,1875,1900,,,,,raccolte di fogli,,,,,,,,,,,,,,,,,
1213,m1173_0,,,,C 4 25,1173,_0,MCLXXIII,,,,,835,,"Vita della insigne serva di Dio suor Cattarina Giuliani di Malcesine fondatrice del ven. Collegio delle suore terziarie di S. Domenico di Verona... per mano di f. Piero Maria Erbisti religioso dello stesso ordine, e convento l'anno 1756",cartaceo,,,,,116,250,182,rilegato,,,,,,,,,,,,,,,,,
1214,m1174_0,,,,C 4 26,1174,_0,MCLXXIV,,,,,835,,Leggendarietto dei santi veronesi,cartaceo,,,,,51,,,rilegato,,,,,,,,,,,,,,,,,
1215,m1175_0,,,,C 4 27,1175,_0,MCLXXV,,,,,835,,Leggendarietto dei santi veronesi,cartaceo,,,,,37,,,rilegato,,,,,,,,,,,,,,,,,
1216,m1176_0,,,,C 4 28,1176,_0,MCLXXVI,,,,,835,,Leggendarietto dei santi veronesi,cartaceo,,,,,,,,rilegato,,,,,,,,,,,,,,,,,
1217,m1177_0,,,,C 4 29,1177,_0,MCLXXVII,,,,,835,,Constitutiones a r.d. Gaspare Bertoni sac. veronensi canditae pro sua sodalitate canonice instituenda,cartaceo,,,,,53,170,120,rilegato,cartoncino,,,,,,,,,,,,,,,,
1218,m1178_0,,,,C 4 30,1178,_0,MCLXXVIII,,,,,835,collocazione indicata sul ms C 4 29,Regole delle Figlie della carità fondate da S. Vincenzo De Paoli tradotte dall'originale francese,cartaceo,,,,,105,144,96,rilegato,pelle scura con impressioni oro,,,,,,,,,,,,,,,,
1219,m1179_0,,,,C 4 31,1179,_0,MCLXXIX,,,,,835,,Regulae sancti Benedicti abb.,cartaceo,,,,,280,150,104,,,,,,,,,,,,,,,,,,
1220,m1180_0,,,,D 4 1,1180,_0,MCLXXX,,,,,835,,Pisani Sebastiano (vescovo di Verona): Costitutioni delle r.r. monache di S. Giovanni evangelista di Verona,cartaceo,1703,1701,1704,,61,,,rilegato,pelle con impressioni oro,,,,,,,,,,,,,,,,
1221,m1181_0,,,,D 4 2,1181,_0,MCLXXXI,,,,,835,,Regole e costitutioni da osservarsi dalla religiose terizarie dell'ordine dei Minimi di S. Francesco di Paola esistenti collegialmente nella venerabile casa di Verona,cartaceo,,,,,29,245,177,rilegato,pelle nera con impressioni oro,,,,,,,,,,,,,,,,
1222,m1182_0,,,,D 4 3,1182,_0,MCLXXXII,,,,,835,,Regole per chierici e postulanti del ven. collegio Accoliti,cartaceo,,,,,34,200,150,rilegato,cartoncino,,,,,,,,,,,,,,,,
1223,m1183_0,,,,D 4 4,1183,_0,MCLXXXIII,,,,,835-836,,"Lezioni di religione: ""si vis ad vitam ingredi serva mandata..."", Veronae MDCCCXXII",cartaceo,,,,,44,186,144,rilegato,cartoncino,,,,,,,,,,,,,,,,
1224,m1184_0,,,,D 4 4a,1184,_0,MCLXXXIV,,,,,836,,F. Giustini: Memorie,cartaceo,1877,1877,1878,,,,,fogli sciolti,raccolta di fogli,,,,,,,,,,,,,,,,
1225,m1185_0,,,,D 4 5,1185,_0,MCLXXXV,,,,,836,,Aneddoti storici,cartaceo,,,,,,245,185,,,,,,,,,,,,,,,,,,
1226,m1186_0,,,,D 4 6,1186,_0,MCLXXXVI,,,,,836,,De Betta: Varie,cartaceo,,,,,,310,208,,,,,,,,,,,,,,,,,,
1227,m1187_0,,,,D 4 7,1187,_0,MCLXXXVII,,,,,836,,Famiglie nobili trentine,cartaceo,,,,,,,,,,,,,,,,,,,,,,,,,
1228,m1188_0,,,,D 4 12,1188,_0,MCLXXXVIII,,,,,836,In suppl. Spagnolo D 4 8,Corpus inscriptionum veronensis Othonis De Bettae...,cartaceo,,,,,,,,,,,,,,,,,,,,,,,,,
1229,m1189_0,,,,D 4 9,1189,_0,MCLXXXIX,,,,,836,,Edoardo De Betta: Copia lettere e memoriale di corrispondenza malacologia ed altri rami di storia naturale,cartaceo,1849,1825,1855,,119,232,178,,,,,,,,,,,,,,,,,,
1230,m1190_0,,,,D 4 10,1190,_0,MCXC,,,,,836,,"Ernesto De Betta: Raccolta di pensieri, sentenze, descrizioni, narrazioni, proverbi ed altro di vari autori in prosa e poesia",cartaceo,,,,,,,,,,,,,,,,,,,,,,,,,
1231,m1191_0,,,,D 4 11,1191,_0,MCXCI,,,,,836,,"Dadani don Antonio (parroco di Castelrotto): Inezie poetiche ed altro, 1886",cartaceo,,,,,94,312,210,rilegato,mezza tela,,,,,,,,,,,,,,,,
1232,m1192_0,,,,[D 4 8],1192,_0,MCXCII,,,,,836,In suppl. Spagnolo D 4 12,"Logogrifi, sciarade, indovinelli",cartaceo,,,,,29,310,223,rilegato,cartoncino,,,,,,,,,,,,,,,,
1233,m1193_0,,,,D 4 13,1193,_0,MCXCIII,,,,,836,,Philologus,cartaceo,,,,,19,228,155,rilegato,cartoncino,,,,,,,,,,,,,,,,
1234,m1194_0,,,,D 4 14,1194,_0,MCXCIV,,,,,836,,La pietà Accademia poetica data nel municipale Ginnasio di Verona il giorno 5 settembre 1850,cartaceo,,,,,130,215,170,rilegato,tela con impressioni,,,,,,,,,,,,,,,,
1235,m1195_0,,,,D 4 15,1195,_0,MCXCV,,,,,836,,L'Italia liberata delle (!) gloriose armi alleate (ode),cartaceo,1815,1801,1816,,18,240,176,,,,,,,,,,,,,,,,,,
1236,m1196_0,,,,D 4 16,1196,_0,MCXCVI,,,,,836,,Kondelet Antonio: Riflessioni sulla condotta degli uomini. L'obbedienza e i mezzi per ottenerla nei fanciulli,cartaceo,1886,1851,1887,,25,,,,,,,,,,,,,,,,,,,,
1237,m1197_0,,,,D 4 17,1197,_0,MCXCVII,,,,,836,,Mazzonelli Giacomo (prete veronese): Poesie ecclesiastiche e politche-morali,cartaceo,,,,,11,200,155,rilegato,mezza tela,,,,,,,,,,,,,,,,
1238,m1198_0,,,,D 4 18,1198,_0,MCXCVIII,,,,,837,,Mazzonelli Giacomo: Patrie poesie autografe,cartaceo,,,,,147,177,150,rilegato,tela,,,,,,,,,,,,,,,,
1239,m1199_0,,,,D 4 19,1199,_0,MCXCIX,,,,,837,,Tre buste contenenti commedie manoscritte,cartaceo,1800,1801,1900,,,,,raccolte di fascicoli,,,,,,,,,,,,,,,,,
1240,m1199_1,,,,D 4 20,1199,_1,MCXCIX,,,,,837,,Tre buste contenenti commedie manoscritte,cartaceo,1800,1801,1900,,,,,raccolte di fascicoli,,,,,,,,,,,,,,,,,
1241,m1199_2,,,,D 4 21,1199,_2,MCXCIX,,,,,837,,Tre buste contenenti commedie manoscritte,cartaceo,1800,1801,1900,,,,,raccolte di fascicoli,,,,,,,,,,,,,,,,,
1242,m1200_0,,,,D 4 22,1200,_0,MCC,,,,,837,,"Nomina di Zanini Vincenzo ad ""aromatarius"" in Padova 1788-1805",membranaceo,,,,,3,215,158,rilegato,pelle con impressioni,,,,,,,,,,,,,,,,
1243,m1201_0,,,,D 4 23a,1201,_0,MCCI,,,,,837,,Laurea dottorale di Francesco Mami,cartaceo,1741,1741,1742,,,,,,,,,,,,,,,,,,,,,,
1244,m1202_0,,,,D 4 23,1202,_0,MCCII,,,,,837,,"""Privilegium"": Dottorato Pietro Roveda Verona, Patavii die XXIV. mensis martii MDCCCXXXI",cartaceo,,,,,,,,,,,,,,,,,,,,,,,,,
1245,m1203_0,,,,D 4 24,1203,_0,MCCIII,,,,,837,,"Rubrica, elenco libri",cartaceo,,,,,,255,183,rilegato,pelle con impressioni oro,,,,,,,,,,,,,,,,
1246,m1204_0,,,,D 4 25,1204,_0,MCCIV,,,,,837,,Elenco libri,cartaceo,,,,,,306,208,,,,,,,,,,,,,,,,,,
1247,m1205_0,,,,D 4 26,1205,_0,MCCV,,,,,837,inni in tre fascicoli separati,Inni,cartaceo,,,,,84,247,190,,,,,,,,,,,,,,,,,,
1248,m1206_0,,,,D 4 27,1206,_0,MCCVI,,,,,837,,Valdambrini Ottavio: Teorie musicali adattate da maestro Ottavio Valdambrini per uso dei principianti suoi scolari,cartaceo,,,,,113,219,147,,,,,,,,,,,,,,,,,,
1249,m1207_0,,,,D 4 28,1207,_0,MCCVII,,,,,837,,Bondioli Pietro Antonio: Lezioni di medicina pratica,cartaceo,,,,,76,314,222,,In cartella di pergamena,,,,,,,,,,,,,,,,
1250,m1208_0,,,,D 4 29,1208,_0,MCCVIII,,,,,837,,Malpighi: Consultationes,cartaceo,,,,,97,285,203,rilegato,pergamena,,,,,,,,,,,,,,,,
1251,m1209_0,,,,D 4 30,1209,_0,MCCIX,,,,,837,,Prof. Scarpa: Ristretto delle operazioni in chirurgia...,cartaceo,,,,,,259,162,rilegato,cartoncino,,,,,,,,,,,,,,,,
1252,m1210_0,,,,D 4 31,1210,_0,MCCX,,,,,837,,Tractatus de scientia...,cartaceo,,,,,,203,148,rilegato,pergamena,,,,,,,,,,,,,,,,
1253,m1211_0,,,,E 5 1,1211,_0,MCCXI,,,,,837,,De machiarum omnium morbis...,cartaceo,,,,,359,207,147,,,,,,,,,,,,,,,,,,
1254,m1212_0,,,,E 5 2,1212,_0,MCCXII,,,,,838,,De morbis intimi ventris...,cartaceo,,,,,,188,137,rilegato,caroncino,,,,,,,,,,,,,,,,
1255,m1213_0,,,,E 5 3,1213,_0,MCCXIII,,,,,838,,Medicinae praticae tractatus IIIus De morbis capitis,cartaceo,,,,,,194,135,rilegato,cartoncino,,,,,,,,,,,,,,,,
1256,m1214_0,,,,E 5 4,1214,_0,MCCXIV,,,,,838,,Curae aegrotorum,cartaceo,,,,,,,,,,,,,,,,,,,,,,,,,
1257,m1215_0,,,,E 5 5,1215,_0,MCCXV,,,,,838,,Ricettario,cartaceo,,,,,208,200,148,rilegato,cartoncino,,,,,,,,,,,,,,,,
1258,m1216_0,,,,E 5 6,1216,_0,MCCXVI,,,,,838,,"Girolamo Rosa Morando: Manoscritto farmaceutico, 1621",cartaceo,,,,,60,185,130,rilegato,pergamena,,,,,,,,,,,,,,,,
